test	status	suite	shard	exit	cycles	wall_s	perm	detail
test_tage_cl.TestTAGETrainSquashed::test_train_squashed_restores_ghr_and_path_hist	PASS	block-BPredUnit	none			0		
test_tage_cl.TestTAGEUpdateHist::test_update_hist_shifts_ghr	PASS	block-BPredUnit	none			0		
test_tage_cl.TestTAGEUpdateHist::test_update_hist_updates_path_history	PASS	block-BPredUnit	none			0		
test_csr_file_cl.TestConstruction::test_constructs_with_default_params	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestConstruction::test_exposes_read_callee_ifc	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestConstruction::test_exposes_write_callee_ifc	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestConstruction::test_read_rdy_is_true_after_reset	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestMultiThread::test_write_tid0_does_not_affect_tid1	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestOverwriteAndReset::test_overwrite_csr_returns_latest_value	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestOverwriteAndReset::test_reset_restores_misa_default	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestRead::test_read_misa_returns_default_after_reset	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestRead::test_read_uninitialized_csr_returns_zero	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestSStatusAlias::test_read_sstatus_returns_mstatus_view_after_reset	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestSStatusAlias::test_write_sstatus_sie_folds_into_mstatus	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestSStatusAlias::test_write_sstatus_zero_preserves_uxl_sxl	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_read_triggers_snapshot	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_reset_disables_all_triggers	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tdata1_load_and_store_triggers_round_trip	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tdata1_type2_round_trip	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tdata1_unsupported_type_disabled	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tdata2_write_and_read	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tdata3_write_and_read	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tdata_indirection_across_slots	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tinfo_readonly_value	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tselect_defaults_to_zero	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tselect_out_of_range_ignored	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTriggerCSRs::test_tselect_write_and_read	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTwoWriterSlots::test_cmt_write_field_merge_preserves_frm	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTwoWriterSlots::test_wb_and_cmt_write_same_cycle_both_land	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestTwoWriterSlots::test_wb_and_cmt_write_same_cycle_rdy_restore	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestWrite::test_write_rdy_false_when_pending	PASS	block-CSRFile	none			0		
test_csr_file_cl.TestWrite::test_write_then_read_returns_value_after_tick	PASS	block-CSRFile	none			0		
test_commit_cl.TestADR0005BugFixes::test_no_capable_fu_mce_follows_fault_path	PASS	block-Commit	none			0		
test_commit_cl.TestADR0005BugFixes::test_rob_retire_ack_semantics	PASS	block-Commit	none			0		
test_commit_cl.TestADR0005BugFixes::test_trap_count_init_trapLatency_not_minus_1	PASS	block-Commit	none			0		
test_commit_cl.TestADR0005BugFixes::test_trap_state_cleanup_after_trapSquash	PASS	block-Commit	none			0		
test_commit_cl.TestADR0005M6OptionB::test_commit_derives_prev_phys_reg_via_m6_option_b	PASS	block-Commit	none			0		
test_commit_cl.TestADR0005M6OptionB::test_commit_skips_free_when_allocated_new_false	PASS	block-Commit	none			0		
test_commit_cl.TestADR0005M6OptionB::test_fip_drain_during_rob_squashing_full_bandwidth	PASS	block-Commit	none			0		
test_commit_cl.TestADR0005M6OptionB::test_fip_drain_during_running_strict_priority	PASS	block-Commit	none			0		
test_commit_cl.TestADRCompliance::test_cmt_fip_full_false_when_empty	PASS	block-Commit	none			0		
test_commit_cl.TestADRCompliance::test_cmt_fip_full_when_fifo_full	PASS	block-Commit	none			0		
test_commit_cl.TestADRCompliance::test_fip_clear_on_superseding_squash	PASS	block-Commit	none			0		
test_commit_cl.TestADRCompliance::test_fip_fifo_depth_matches_spec	PASS	block-Commit	none			0		
test_commit_cl.TestADRCompliance::test_has_stores_to_wb_prev_falling_edge	PASS	block-Commit	none			0		
test_commit_cl.TestBackwardBus::test_bc_done_seqnum	PASS	block-Commit	none			0		
test_commit_cl.TestBackwardBus::test_bc_free_rob_entries	PASS	block-Commit	none			0		
test_commit_cl.TestBackwardBus::test_bc_squash_broadcast	PASS	block-Commit	none			0		
test_commit_cl.TestConstructionAndReset::test_reset_can_handle_interrupts	PASS	block-Commit	none			0		
test_commit_cl.TestConstructionAndReset::test_reset_commit_status_running	PASS	block-Commit	none			0		
test_commit_cl.TestConstructionAndReset::test_reset_drain_flags	PASS	block-Commit	none			0		
test_commit_cl.TestConstructionAndReset::test_reset_fip_fifo_empty	PASS	block-Commit	none			0		
test_commit_cl.TestConstructionAndReset::test_reset_pc	PASS	block-Commit	none			0		
test_commit_cl.TestConstructionAndReset::test_reset_seqnums_zero	PASS	block-Commit	none			0		
test_commit_cl.TestConstructionAndReset::test_reset_trap_flags	PASS	block-Commit	none			0		
test_commit_cl.TestDedicatedFlagsCOMMIT_S1_S3::test_is_store_alone_does_not_trigger_serialize_after	PASS	block-Commit	none			0		
test_commit_cl.TestDedicatedFlagsCOMMIT_S1_S3::test_is_store_alone_does_not_trigger_strictly_ordered	PASS	block-Commit	none			0		
test_commit_cl.TestDedicatedFlagsCOMMIT_S1_S3::test_robhi_serialize_after_field_exists	PASS	block-Commit	none			0		
test_commit_cl.TestDedicatedFlagsCOMMIT_S1_S3::test_robhi_strictly_ordered_field_exists	PASS	block-Commit	none			0		
test_commit_cl.TestDedicatedFlagsCOMMIT_S1_S3::test_serialize_after_sets_pending_without_is_store	PASS	block-Commit	none			0		
test_commit_cl.TestDedicatedFlagsCOMMIT_S1_S3::test_strictly_ordered_sets_bc_without_is_store	PASS	block-Commit	none			0		
test_commit_cl.TestEmptyROB::test_empty_rob_four_way_conjunction	PASS	block-Commit	none			0		
test_commit_cl.TestFIPDrain::test_fip_commit_frees_have_priority	PASS	block-Commit	none			0		
test_commit_cl.TestFIPDrain::test_fip_drains_to_freelist	PASS	block-Commit	none			0		
test_commit_cl.TestFIPDrain::test_fip_writes_from_rename	PASS	block-Commit	none			0		
test_commit_cl.TestFaultTrap::test_fault_guard_met_triggers_trap	PASS	block-Commit	none			0		
test_commit_cl.TestFaultTrap::test_fault_guard_not_met_stalls	PASS	block-Commit	none			0		
test_commit_cl.TestFaultTrap::test_trap_countdown_multi_cycle	PASS	block-Commit	none			0		
test_commit_cl.TestFaultTrap::test_trap_fsm_to_rob_squashing	PASS	block-Commit	none			0		
test_commit_cl.TestFaultTrap::test_trap_sets_no_squash_from_tc	PASS	block-Commit	none			0		
test_commit_cl.TestFaultTrap::test_trap_sets_trap_pending	PASS	block-Commit	none			0		
test_commit_cl.TestIEWSquash::test_iew_mispredict_sets_bc_mispredict_inst	PASS	block-Commit	none			0		
test_commit_cl.TestIEWSquash::test_iew_squash_drives_rob_squash_req	PASS	block-Commit	none			0		
test_commit_cl.TestIEWSquash::test_iew_squash_sets_bc_squash_inst	PASS	block-Commit	none			0		
test_commit_cl.TestIEWSquash::test_iew_squash_too_young_ignored	PASS	block-Commit	none			0		
test_commit_cl.TestIEWSquash::test_iew_squash_validates_age	PASS	block-Commit	none			0		
test_commit_cl.TestNonSpeculative::test_non_spec_broadcasts_seqnum	PASS	block-Commit	none			0		
test_commit_cl.TestNonSpeculative::test_non_spec_clears_can_commit	PASS	block-Commit	none			0		
test_commit_cl.TestNonSpeculative::test_non_spec_stalls_when_stores_pending	PASS	block-Commit	none			0		
test_commit_cl.TestNonSpeculative::test_strictly_ordered_load_sets_bc_flag	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_advances_pc	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_broadcasts_done_seqnum	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_frees_prev_phys_reg_to_freelist	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_multiple_up_to_width	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_no_dest_no_freelist_update	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_retires_rob_head	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_single_instruction	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_store_sets_committed_stores	PASS	block-Commit	none			0		
test_commit_cl.TestNormalCommit::test_commit_updates_renamemap	PASS	block-Commit	none			0		
test_commit_cl.TestSMTArbitration::test_oldest_ready_selection	PASS	block-Commit	none			0		
test_commit_cl.TestSMTArbitration::test_round_robin_selection	PASS	block-Commit	none			0		
test_commit_cl.TestSquashAfter::test_squash_after_phase1_commits	PASS	block-Commit	none			0		
test_commit_cl.TestSquashAfter::test_squash_after_phase1_sets_pending	PASS	block-Commit	none			0		
test_commit_cl.TestSquashAfter::test_squash_after_phase2_initiates_squash	PASS	block-Commit	none			0		
test_commit_cl.TestSquashAfter::test_squash_after_phase2_squashes	PASS	block-Commit	none			0		
test_commit_cl.TestSquashedHeadRetirement::test_squashed_head_no_arch_effect	PASS	block-Commit	none			0		
test_commit_cl.TestSquashedHeadRetirement::test_squashed_head_silently_retired	PASS	block-Commit	none			0		
test_dtlb_probe_cl.TestADR0019Ports::test_dcache_va_probe_pa_caller_ifc_exists	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestADR0019Ports::test_dcache_va_probe_req_caller_ifc_exists	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestADR0019Ports::test_dcache_va_probe_resp_callee_ifc_exists	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestADR0019Ports::test_dtlb_ports_param_exists	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestADR0019Ports::test_no_pa_req_ports_on_dtlb_probe	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestDTLBResp::test_dtlb_fault_sends_result	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestDTLBResp::test_dtlb_hit_sets_paddr	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestDTLBResp::test_dtlb_miss_keeps_waiting	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestInterfaces::test_callee_ports_exist	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestInterfaces::test_caller_ports_exist	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestL1Probe::test_l1_hit_sends_result	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestL1Probe::test_l1_miss_sends_result_no_data	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestMultiThread::test_both_threads_independent	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestMultiThread::test_construct_accepts_max_threads_param	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestMultiThread::test_default_max_threads_is_one_backward_compat	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestMultiThread::test_tag_space_accommodates_total_entries	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestMultiThread::test_tag_space_asymmetric_sizes_uses_max	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestMultiThread::test_translate_req_tid0_uses_tag_in_lq_partition	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestMultiThread::test_translate_req_tid1_uses_tag_in_lq_partition	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestReset::test_after_reset_all_inactive	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestReset::test_after_reset_no_pending	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestTranslateReq::test_translate_req_processed_after_tick	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestTranslateReq::test_translate_req_sets_pending	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestVIPTCancellation::test_dtlb_miss_recovery_does_not_send_va_probe_pa	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestVIPTCancellation::test_dtlb_miss_recovery_sends_translate_result_l1_hit_false	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestVIPTCancellation::test_l1_cancelled_on_dtlb_fault	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestVIPTCancellation::test_l1_cancelled_on_dtlb_miss	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestVIPTCancellation::test_l1_response_ignored_after_cancellation	PASS	block-DTLBProbe	none			0		
test_dtlb_probe_cl.TestVIPTCancellation::test_translate_req_resets_l1_cancelled	PASS	block-DTLBProbe	none			0		
test_decode_cl.TestBPUCorrectionSignals::test_bpu_correction_includes_tid_and_bb_idx	PASS	block-Decode	none			0		
test_decode_cl.TestBPUCorrectionSignals::test_branch_mispredict_sets_both_squash_and_mispredict	PASS	block-Decode	none			0		
test_decode_cl.TestBPUCorrectionSignals::test_commit_squash_suppresses_bpu_correction	PASS	block-Decode	none			0		
test_decode_cl.TestBPUCorrectionSignals::test_control_miss_sets_bpu_squash_not_mispredict	PASS	block-Decode	none			0		
test_decode_cl.TestBackpressure::test_backpressure_resume_flow	PASS	block-Decode	none			0		
test_decode_cl.TestBackpressure::test_preload_buffer_absorbs_when_thread_not_selected	PASS	block-Decode	none			0		
test_decode_cl.TestBackpressure::test_preload_buffer_full_fetch_sees_not_full_false	PASS	block-Decode	none			0		
test_decode_cl.TestBackpressure::test_rename_stall_prevents_thread_selection	PASS	block-Decode	none			0		
test_decode_cl.TestBackpressure::test_rename_unblock_allows_thread_selection	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_custom_params_construction	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_default_construction	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_initial_dr_buffer_empty	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_initial_fsm_state_all_idle	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_initial_fsm_state_multi_thread	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_initial_no_rename_stall	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_initial_preload_buffer_empty	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_initial_rr_ptr_zero	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_reset_clears_all_state	PASS	block-Decode	none			0		
test_decode_cl.TestConstructionAndReset::test_wrote_to_time_buffer_initially_false	PASS	block-Decode	none			0		
test_decode_cl.TestDRBufferInterface::test_dr_pop_interface	PASS	block-Decode	none			0		
test_decode_cl.TestDRBufferInterface::test_dr_tid_count_exposed	PASS	block-Decode	none			0		
test_decode_cl.TestDRBufferInterface::test_dr_tid_not_empty_exposed	PASS	block-Decode	none			0		
test_decode_cl.TestDRBufferInterface::test_dr_tid_not_full_exposed	PASS	block-Decode	none			0		
test_decode_cl.TestDRBufferInterface::test_rename_width_limits_pop	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeErrorHandling::test_decode1_typeerror_from_regid_construction_propagates	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeErrorHandling::test_decode2_keyerror_from_decode_inst_does_not_propagate	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeErrorHandling::test_decode2_typeerror_from_decode_inst_propagates	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeRenameBuffer::test_dr_buffer_count_increments	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeRenameBuffer::test_dr_buffer_flush_on_squash	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeRenameBuffer::test_dr_buffer_multi_thread_isolation	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeRenameBuffer::test_dr_buffer_not_empty	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeRenameBuffer::test_dr_buffer_not_full	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeRenameBuffer::test_dr_buffer_shared_pool_capacity	PASS	block-Decode	none			0		
test_decode_cl.TestDecodeRenameBuffer::test_push_instruction_to_dr_buffer	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_conditional_branch_correct_prediction	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_conditional_branch_mispredict	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_control_miss_corrected_pc_is_fallthrough	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_control_miss_predicted_taken_not_control	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_correct_prediction_no_squash	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_direct_branch_mispredict_jal_target_mismatch	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_mispredict_drives_decode_bpu_correction	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_mispredict_drives_decode_squash_to_fetch	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_mispredict_flushes_dr_buffer	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_mispredict_flushes_preload_buffer	PASS	block-Decode	none			0		
test_decode_cl.TestEarlyMispredict::test_mispredict_sets_squashing_state	PASS	block-Decode	none			0		
